5.00679016113e-06;-0.25803137196617415,-0.0057995382050725144,-0.02651364498784773,;0.028918730581291296,3.0814879110195774e-33,3.0814879110195774e-33,2.3725433127008556e-17,0.02992898366792207,-0.011829030887920644,7.794264702212248e-19,-0.011829030887920646,0.006021046141536396,;-0.25803137196617415,-0.0057995382050725144,-0.02651364498784773,;0.028918730581291296,3.0814879110195774e-33,3.0814879110195774e-33,2.3725433127008556e-17,0.02992898366792207,-0.011829030887920644,7.794264702212248e-19,-0.011829030887920646,0.006021046141536396,
0.00506114959717;-0.17689060909938778,0.013959900933704951,-0.03143684493607558,;0.006443590683854611,0.0001167737103042296,-5.61029218248493e-05,0.00011677371030423018,0.024651061340795227,-0.008748810550428407,-5.6102921824849085e-05,-0.008748810550428407,0.004195516216642907,;-0.17689060909938778,0.013959900933704951,-0.03143684493607558,;0.006443590683854611,0.0001167737103042296,-5.61029218248493e-05,0.00011677371030423018,0.024651061340795227,-0.008748810550428407,-5.6102921824849085e-05,-0.008748810550428407,0.004195516216642907,
0.0059449672699;-0.09103232106510682,0.0376811307447939,-0.06798163359693073,;0.0064412433981266,0.00030477046072633794,-0.00015246709029617827,0.0003047704607263389,0.023347045363028146,-0.008460999951080562,-0.00015246709029617756,-0.00846099995108056,0.004225271652815681,;-0.09103232106510682,0.0376811307447939,-0.06798163359693073,;0.0064412433981266,0.00030477046072633794,-0.00015246709029617827,0.0003047704607263389,0.023347045363028146,-0.008460999951080562,-0.00015246709029617756,-0.00846099995108056,0.004225271652815681,
0.00578904151917;0.2129045607945688,0.009281708860327044,-0.09042705776085211,;0.006413710083485069,6.558939016698239e-05,-3.841915871521369e-05,6.558939016698192e-05,0.019040858328596602,-0.007397323738167137,-3.8419158715213565e-05,-0.007397323738167136,0.00432642974133776,;0.2129045607945688,0.009281708860327044,-0.09042705776085211,;0.006413710083485069,6.558939016698239e-05,-3.841915871521369e-05,6.558939016698192e-05,0.019040858328596602,-0.007397323738167137,-3.8419158715213565e-05,-0.007397323738167136,0.00432642974133776,
0.00688719749451;0.4807967138624895,0.008446432257280726,-0.11039214164666564,;0.006397409054048314,5.162728096269947e-05,-3.5593265479978885e-05,5.1627280962699326e-05,0.015682132734958887,-0.006402002086422826,-3.559326547997853e-05,-0.006402002086422822,0.0044078903196843305,;0.4807967138624895,0.008446432257280726,-0.11039214164666564,;0.006397409054048314,5.162728096269947e-05,-3.5593265479978885e-05,5.1627280962699326e-05,0.015682132734958887,-0.006402002086422826,-3.559326547997853e-05,-0.006402002086422822,0.0044078903196843305,
0.00739216804504;0.7841532685181319,-0.0001080891531835096,-0.07050740857035154,;0.006382356250676319,-5.377813868882033e-07,4.635269402998209e-07,-5.377813868889995e-07,0.01243102581994815,-0.005214052358741468,4.6352694029964874e-07,-0.005214052358741466,0.004489035531048178,;0.7841532685181319,-0.0001080891531835096,-0.07050740857035154,;0.006382356250676319,-5.377813868882033e-07,4.635269402998209e-07,-5.377813868889995e-07,0.01243102581994815,-0.005214052358741468,4.6352694029964874e-07,-0.005214052358741466,0.004489035531048178,
0.00745797157288;1.0843632618598356,0.012124475708452648,-0.10589260278239447,;0.006371895112539286,4.604848827508193e-05,-5.2727843216463706e-05,4.604848827508305e-05,0.009848490232697613,-0.003982011017985656,-5.2727843216463584e-05,-0.003982011017985657,0.004555122582080044,;1.0843632618598356,0.012124475708452648,-0.10589260278239447,;0.006371895112539286,4.604848827508193e-05,-5.2727843216463706e-05,4.604848827508305e-05,0.009848490232697613,-0.003982011017985656,-5.2727843216463584e-05,-0.003982011017985657,0.004555122582080044,
0.0096960067749;1.4805066369844873,0.03949511978155097,-0.22775290816479937,;0.006368258402619079,8.616608593259572e-05,-0.0001739766169916904,8.616608593259756e-05,0.007494956236081887,-0.0022883802987616816,-0.00017397661699169052,-0.002288380298761682,0.004616510962026442,;1.4805066369844873,0.03949511978155097,-0.22775290816479937,;0.006368258402619079,8.616608593259572e-05,-0.0001739766169916904,8.616608593259756e-05,0.007494956236081887,-0.0022883802987616816,-0.00017397661699169052,-0.002288380298761682,0.004616510962026442,
0.00934910774231;1.5091266651692268,3.961126993093654,-1.5843605806001309,;0.02144607560043041,-6.990667460060447e-05,-0.008015176782933552,-6.990667460060425e-05,0.0064259665031536906,3.730032203379415e-05,-0.008015176782933548,3.7300322033794e-05,0.004269532229743755,;1.5091266651692268,3.961126993093654,-1.5843605806001309,;0.02144607560043041,-6.990667460060447e-05,-0.008015176782933552,-6.990667460060425e-05,0.0064259665031536906,3.730032203379415e-05,-0.008015176782933548,3.7300322033794e-05,0.004269532229743755,
0.0093879699707;1.5025352437302946,3.5417483135898067,-1.477118142562688,;0.015976909025121014,-5.9713004442327944e-05,-0.00649869000585678,-5.9713004442329536e-05,0.0063973238831618595,4.052415419992034e-05,-0.006498690005856779,4.052415419992037e-05,0.0044031801649765025,;1.5025352437302946,3.5417483135898067,-1.477118142562688,;0.015976909025121014,-5.9713004442327944e-05,-0.00649869000585678,-5.9713004442329536e-05,0.0063973238831618595,4.052415419992034e-05,-0.006498690005856779,4.052415419992037e-05,0.0044031801649765025,
